#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: finalEarthExport.png (92 x 1128)
# $TexturePacker:SmartUpdate:102c2df23f80285987ec57d1cb6366c6:08fe9424b16be819dd9dcd5fe1054125:8342630f0e1d4b24bf9cab2779d92b3c$
#

finalEarth-0;0;1;1;90;92;94;98;0.4888888888888889;0.5
finalEarth-1;0;1;95;90;92;94;98;0.4888888888888889;0.5
finalEarth-2;0;1;283;90;92;94;98;0.4888888888888889;0.5
finalEarth-3;0;1;377;90;92;94;98;0.4888888888888889;0.5
finalEarth-4;0;1;471;90;92;94;98;0.4888888888888889;0.5
finalEarth-5;0;1;565;90;92;94;98;0.4888888888888889;0.5
finalEarth-6;0;1;659;90;92;94;98;0.4888888888888889;0.5108695652173914
finalEarth-7;0;1;1034;90;91;94;98;0.4888888888888889;0.5054945054945055
finalEarth-8;0;1;753;90;92;94;98;0.4888888888888889;0.5108695652173914
finalEarth-9;0;1;847;90;92;94;98;0.4888888888888889;0.5108695652173914
finalEarth-10;0;1;189;90;92;94;98;0.4888888888888889;0.5108695652173914
finalEarth-11;0;1;941;90;91;94;98;0.4888888888888889;0.5054945054945055
